upc,title,authors,categories,tags,series,language,releaseDate,pages,description,publisher,imageURL,thumbnailURL
75960609601501011,Star Wars: Darth Vader (2020) #10,"Vc Joe Caramagna, Raffaele Ienco, Richard Isanove, Aaron Kuder, Neeraj Menon, Greg Pak, Mark Paniccia, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2021-02-10T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/90/60196ff1282fc.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/90/60196ff1282fc.jpg
75960609601501111,Star Wars: Darth Vader (2020) #11,"Vc Joe Caramagna, Raffaele Ienco, Richard Isanove, Aaron Kuder, Neeraj Menon, Greg Pak, Mark Paniccia, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2021-04-28T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/6077179e51bfa.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/6077179e51bfa.jpg
75960609601501211,Star Wars: Darth Vader (2020) #12,"Vc Joe Caramagna, Richard Isanove, Neeraj Menon, Aaron Kuder, Chris Sprouse, Giada Marchisio, Dean White, Greg Pak, Mark Paniccia, Karl Story, Guiu Vilanova, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2021-05-26T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/60afe2c106fdf.jpg,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/60afe2c106fdf.jpg
75960609601501311,Star Wars: Darth Vader (2020) #13,"Vc Joe Caramagna, Raffaele Ienco, Richard Isanove, Jason Keith, Aaron Kuder, Greg Pak, Mark Paniccia, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2021-06-23T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/60d5eb3828030.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/60d5eb3828030.jpg
75960609601501411,Star Wars: Darth Vader (2020) #14,"Vc Joe Caramagna, Raffaele Ienco, Richard Isanove, Jason Keith, Aaron Kuder, Greg Pak, Mark Paniccia, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2021-07-21T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/60fad3633e601.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/60fad3633e601.jpg
75960609601501511,Star Wars: Darth Vader (2020) #15,"Vc Joe Caramagna, Raffaele Ienco, Richard Isanove, Jason Keith, Aaron Kuder, Greg Pak, Mark Paniccia, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2021-08-25T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/10/60e5e1f71f150.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/10/60e5e1f71f150.jpg
75960609601501611,Star Wars: Darth Vader (2020) #16,"Vc Joe Caramagna, Raffaele Ienco, Richard Isanove, Jason Keith, Rachelle Rosenberg, Aaron Kuder, Greg Pak, Mark Paniccia, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2021-09-15T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/03/6142607f75b46.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/03/6142607f75b46.jpg
75960609601501711,Star Wars: Darth Vader (2020) #17,"Vc Joe Caramagna, Raffaele Ienco, Richard Isanove, Aaron Kuder, Greg Pak, Mark Paniccia, Alex Sinclair, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2021-10-27T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/4/00/6169ef27961e0.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/00/6169ef27961e0.jpg
75960609601501811,Star Wars: Darth Vader (2020) #18,"Vc Joe Caramagna, Richard Isanove, Leonard Kirk, Aaron Kuder, Greg Pak, Mark Paniccia, Alex Sinclair, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2021-12-01T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/619e6364aa285.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/619e6364aa285.jpg
75960609601501911,Star Wars: Darth Vader (2020) #19,"Vc Joe Caramagna, Richard Isanove, Greg Pak, Mark Paniccia, Alex Sinclair, Ryan Stegman, Guiu Vilanova, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2021-12-22T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/10/61ae1d01d5947.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/10/61ae1d01d5947.jpg
75960609601502011,Star Wars: Darth Vader (2020) #20,"Vc Joe Caramagna, Raffaele Ienco, Richard Isanove, Jp Mayer, Greg Pak, Mark Paniccia, Alex Sinclair, Ryan Stegman, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2022-02-09T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/4/03/6201558411e9d.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/03/6201558411e9d.jpg
75960609601502111,Star Wars: Darth Vader (2020) #21,"Vc Joe Caramagna, Raffaele Ienco, Greg Pak, Mark Paniccia, Paul Renaud, Alex Sinclair, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2022-03-23T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/5/80/61f0190507aba.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/80/61f0190507aba.jpg
75960609601502211,Star Wars: Darth Vader (2020) #22,"Vc Joe Caramagna, Raffaele Ienco, Greg Pak, Mark Paniccia, Paul Renaud, Alex Sinclair, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2022-04-13T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/f/80/6241c6705101c.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/80/6241c6705101c.jpg
75960609601502311,Star Wars: Darth Vader (2020) #23,"Vc Joe Caramagna, Raffaele Ienco, Carlos Lopez, Greg Pak, Mark Paniccia, Paul Renaud, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2022-06-01T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/70/62b9e19e6f397.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/70/62b9e19e6f397.jpg
75960609601502411,Star Wars: Darth Vader (2020) #24,"Vc Joe Caramagna, Marco Castiello, Carlos Lopez, Greg Pak, Mark Paniccia, Paul Renaud, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2022-06-29T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/d0/62b9e0e6a76c8.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/d0/62b9e0e6a76c8.jpg
75960609601502511,Star Wars: Darth Vader (2020) #25,"Vc Joe Caramagna, Raffaele Ienco, Carlos Lopez, Greg Pak, Mark Paniccia, Paul Renaud, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2022-07-20T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/00/62dab2f68a216.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/00/62dab2f68a216.jpg
75960609601502611,Star Wars: Darth Vader (2020) #26,"Vc Joe Caramagna, Raffaele Ienco, Carlos Lopez, Greg Pak, Mark Paniccia, R Rahzzah, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2022-08-24T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/03/63050749963aa.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/03/63050749963aa.jpg
75960609601502711,Star Wars: Darth Vader (2020) #27,"Vc Joe Caramagna, Raffaele Ienco, Carlos Lopez, Greg Pak, Mark Paniccia, R Rahzzah, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2022-09-21T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/2/60/631b3572a0d03.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/60/631b3572a0d03.jpg
75960609601502811,Star Wars: Darth Vader (2020) #28,"Vc Joe Caramagna, Raffaele Ienco, Carlos Lopez, Greg Pak, Mark Paniccia, R Rahzzah, ",Comic Books,Star Wars,Star Wars: Darth Vader (2020 - Present),English,2022-10-19T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/4/60/634f6485983af.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/60/634f6485983af.jpg
